PARCELID,FEDERAL_ID,STATE_ID,NAME,Population,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,YR_BUILT,FSOURCE,DATASOURCE,PROGRAMS,GRADES,LOW_GRADE,HIGH_GRADE,PRINCIPAL,ENROLLMENT,TEACHERS,STDTCH_RT,MIGRNT_STD,TITLE1SCHO,MAGNETINFO,COMMENTS,FREE_LUNCH,REDUCED_LU,FISH_FAC1,FISH_FAC2,BBSERVICE,BBPROVIDER,BBSPEED,DSTREAMSPD,FDOE_MSID,NCES_PUB,NCES_PRIV,FDOE_PRV,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,AGELO,AGEHI,n
2.92323E+14,461005,NA,AMERICAN COLLEGE FOR MEDICAL CAREERS,,5959 LAKE ELLENOR DR,ORLANDO,32809,ORANGE,407-738-4488,COLLEGE/UNIVERSITY,TIC LAKE ELLENOR LLC .99999% I,PRIVATE,PRIVATE,1984,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.47098369,-81.40233395,17RMM6061549443,5583,5.01892974,AMERICAN COLLEGE FOR MEDICAL CAREERS,V,7/29/2016,9/15/2017,5446,19,35,1
1.62516E+18,461670,NA,AMERICAN HEALTH INSTITUTE,85,10138 US HIGHWAY 19,PORT RICHEY,34654,PASCO,NA,COLLEGE/UNIVERSITY,SONI PLAZA ASSOCIATES LLC,PRIVATE,PRIVATE,1984,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,73,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.3048134,-82.70090014,17RLM3322332143,6614,1.10369023,AMERICAN HEALTH INSTITUTE,V,3/29/2016,9/15/2017,6782,19,35,1
5.04017E+11,438601,NA,AMERICAN INTERCONTINENTAL UNIVERSITY FORT LAUDERDALE CAMPUS,,2250 NORTH COMMERCE PARKWAY SUITE 100,FORT LAUDERDALE,33326,BROWARD,954-446-6100,COLLEGE/UNIVERSITY,DP WESTON POINTE III LLC,PRIVATE,PRIVATE,2001,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.08961928,-80.36708882,17RNJ6329385762,361,5.54778175,AMERICAN INTERCONTINENTAL UNIVERSITY FORT LAUDERDALE CAMPUS,V,11/6/2007,9/15/2017,279,19,35,1
3.05912E+12,475714,NA,AMERICAN MEDICAL ACADEMY,352,12215 SW 112 STREET,MIAMI,33186,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,CHRISTAL PLAZA LTD,PRIVATE,PRIVATE,1982,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,247,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.66279835,-80.39387791,17RNJ6083238481,6615,0.35593323,AMERICAN MEDICAL ACADEMY,V,3/29/2016,9/15/2017,6783,19,35,1
40010001,137148,NA,ARGOSY UNIVERSITY/SARASOTA,,5250 17TH ST,SARASOTA,34235,SARASOTA,941-379-0404,COLLEGE/UNIVERSITY,FULLERTON SARASOTA FRUITVILLE,PRIVATE,PRIVATE,1986,GEOPLAN,FDOE COLLEGE 2012,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,27.35133078,-82.46529398,17RLL5506626201,3356,5.96892243,ARGOSY UNIVERSITY/SARASOTA,V,5/14/2012,9/15/2017,3218,19,35,1
1829144PE000001000130A,428268,NA,ARGOSY UNIVERSITY-TAMPA,,1403 N. HOWARD AVENUE,TAMPA,33607,HILLSBOROUGH,813-393-5290,COLLEGE/UNIVERSITY,JAMMAL NICHOLAS,PRIVATE,PRIVATE,1904,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,684,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,27.95520077,-82.48250977,17RLL5416693124,5477,0.98143523,ARGOSY UNIVERSITY-TAMPA,V,5/14/2012,9/15/2017,5628,19,35,1
5.04214E+11,NA,NA,ART INSTITUTE OF FORT LAUDERDALE,651,1799 SE 17TH ST,FORT LAUDERDALE,33316,BROWARD,754-527-1799,COLLEGE/UNIVERSITY,ART INSTITUTE INVESTMENT LLC,PRIVATE,PRIVATE,1987,GEOPLAN,BROWARD COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.10104413,-80.12348952,17RNJ8764687169,772,6.24678973,ART INSTITUTE OF FORT LAUDERDALE,V,8/21/2003,9/15/2017,514,19,35,1
3.02224E+14,NA,NA,ASBURY THEOLOGICAL SEMINARY,1710,8401 VALENCIA COLLEGE LN,ORLANDO,32825,ORANGE,407-482-7500,COLLEGE/UNIVERSITY,ASBURY THEOLOGICAL SEMINARY,PRIVATE,PRIVATE,1995,GEOPLAN,DTS 2006,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.55494215,-81.27243749,17RMM7335258709,957,5.28937995,ASBURY THEOLOGICAL SEMINARY,V,12/6/2006,9/15/2017,826,19,35,1
R32 323 17 5030 00A0 0000,446127,NA,ATA CAREER EDUCATION,251,7351 SPRING HILL DRIVE,SPRING HILL,34606,HERNANDO,NA,COLLEGE/UNIVERSITY,SPRING HILL ASSOCIATES LTD,PRIVATE,PRIVATE,1977,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,206,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.45268657,-82.59542559,17RLM4378348387,6616,0.76560827,ATA CAREER EDUCATION,V,3/29/2016,9/15/2017,6784,19,35,1
5.0421E+11,439446,NA,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,134,100 E BROWARD BLVD,FORT LAUDERDALE,33301,BROWARD,NA,COLLEGE/UNIVERSITY,NEW YORK LIFE INSURANCE CO &,PRIVATE,PRIVATE,1982,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,139,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.12192279,-80.14209111,17RNJ8577189469,6617,0.7535573,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,V,3/29/2016,9/15/2017,6785,19,35,1
1.3231E+11,485768,NA,ATLANTIS UNIVERSITY,341,1442 BISCAYNE BOULEVARD,MIAMI,33132,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,PRH 1400 BISCAYNE TRUSTEE LLC,PRIVATE,PRIVATE,1971,GEOPLAN,NCES 2015-2016 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.7890172,-80.18946438,17RNJ8126352569,8576,2.70818594,ATLANTIS UNIVERSITY,V,4/17/2017,9/15/2017,8514,19,35,1
80708205127,442295,NA,AVE MARIA UNIVERSITY,,1025 COMMONS CIR,NAPLES,34110,COLLIER,239-687-5300,COLLEGE/UNIVERSITY,AVE MARIA SCHOOL OF LAW INC,PRIVATE,PRIVATE,2000,GEOPLAN,COLLIER COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,26.24282207,-81.73120678,17RMK2697202781,244,7.81953179,AVE MARIA UNIVERSITY,V,2/17/2004,9/15/2017,424,19,35,1
22671005344,446048,NA,AVE MARIA UNIVERSITY,1123,5050 AVE MARIA BLVD,AVE MARIA,34142,COLLIER,NA,COLLEGE/UNIVERSITY,AVE MARIA UNIVERSITY INC,PRIVATE,PRIVATE,2007,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,1081,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,26.33595968,-81.43897313,17RMK5619412965,6618,712.3804692,AVE MARIA UNIVERSITY,V,3/29/2016,9/15/2017,6786,19,35,1
2.13451E+12,451158,NA,AVEDA INSTITUTE-TALLAHASSEE,500,2020 W PENSACOLA ST,TALLAHASSEE,32304,LEON,727-498-1474,COLLEGE/UNIVERSITY,WESTWOOD PLAZA LLC,PRIVATE,PRIVATE,1978,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,176,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,30.44205377,-84.31793155,16RGU5757170826,5437,1.38363495,AVEDA INSTITUTE-TALLAHASSEE,V,5/14/2012,9/15/2017,5348,19,35,1
8.21303E+15,457411,NA,AVIATION INSTITUTE OF MAINTENANCE-ORLANDO,295,83 NILSON WAY HANGAR 7,ORLANDO,32803,SEMINOLE,407-896-2800,COLLEGE/UNIVERSITY,AIM ORLANDO SCHOOL BLDG LLC,PRIVATE,PRIVATE,2011,GEOPLAN,GEOPLAN,NA,COLLEGE,COLLEGE,COLLEGE,NA,106,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,28.68069286,-81.33439531,17RMM6733072656,5590,6.0042322,AVIATION INSTITUTE OF MAINTENANCE-ORLANDO,V,5/14/2012,9/15/2017,5453,19,35,1
1430-441-0002-000-3,447847,NA,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,259,3800 ST LUCIE BLVD,FORT PIERCE,34946,ST LUCIE,NA,COLLEGE/UNIVERSITY,ST LUCIE COUNTY,PRIVATE,PRIVATE,0,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,176,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,27.48721483,-80.36731541,17RNL6250040560,6619,13.7192169,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,V,3/29/2016,9/15/2017,6787,19,35,1
3.42111E+12,483762,NA,AZURE COLLEGE,236,1525 NW 167TH STREET,MIAMI GARDENS,33169,MIAMI-DADE,NA,COLLEGE/UNIVERSITY,WELLS FARGO DELAWARE TRUST CO,PRIVATE,PRIVATE,1972,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,397,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,25.92782544,-80.22778245,17RNJ7733067919,6620,2.46788411,AZURE COLLEGE,V,3/29/2016,9/15/2017,6788,19,35,1
2.92335E+14,NA,NA,BARRY UNIVERSITY,145,1650 SAND LAKE RD,ORLANDO,32809,ORANGE,800-756-6000,COLLEGE/UNIVERSITY,FLORIDA MALL BUSINESS CENTRE L,PRIVATE,PRIVATE,1987,GEOPLAN,ORANGE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.44974816,-81.39984,17RMM6085147090,1367,2.12982908,BARRY UNIVERSITY,V,7/17/2007,9/15/2017,1120,19,35,1
1.34524E+16,NA,NA,BARRY UNIVERSITY,237,12381 S CLEVELAND AVE,FORT MYERS,33907,LEE,800-756-6000,COLLEGE/UNIVERSITY,G5 PROPERTIES LLC,PRIVATE,PRIVATE,1974,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.56259528,-81.87146718,17RMK1320338285,1088,3.46848396,BARRY UNIVERSITY,V,11/6/2007,9/15/2017,956,19,35,1
3.66005E+12,NA,NA,BARRY UNIVERSITY,163,18958 S DIXIE HWY,MIAMI,33157,MIAMI-DADE,800-756-6000,COLLEGE/UNIVERSITY,KINGSTONE REAL HOLDING AVV,PRIVATE,PRIVATE,1984,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,25.59039614,-80.35966212,17RNJ6430530479,787,2.39359066,BARRY UNIVERSITY,V,11/6/2007,9/15/2017,529,19,35,1
514018AA0000,NA,NA,BARRY UNIVERSITY,28,18005 NW 8TH ST,PEMBROKE PINES,33029,BROWARD,800-756-6000,COLLEGE/UNIVERSITY,LAKES PARK PLAZA TR,PRIVATE,PRIVATE,0,GEOPLAN,FDOE COLLEGE 2007,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.00987364,-80.38756348,17RNJ6128776921,1508,0.41664424,BARRY UNIVERSITY,V,11/6/2007,9/15/2017,1366,19,35,1
1.12136E+12,132471,NA,BARRY UNIVERSITY - MAIN CAMPUS,8096,11300 NE 2ND AVE,MIAMI,33161,MIAMI-DADE,800-756-6000,COLLEGE/UNIVERSITY,BARRY COLLEGE,PRIVATE,PRIVATE,1954,GEOPLAN,MIAMI-DADE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,25.87913842,-80.19631801,17RNJ8051462546,776,118.7288795,BARRY UNIVERSITY - MAIN CAMPUS,V,6/1/2006,9/15/2017,518,19,35,1
5.24242E+16,NA,NA,BARRY UNIVERSITY - NORTH PALM BEACH CAMPUS,236,9123 N MILITARY TRL,PALM BEACH GARDENS,33418,PALM BEACH,800-756-6000,COLLEGE/UNIVERSITY,PROFESSIONAL PROP OF THE,PRIVATE,PRIVATE,1986,GEOPLAN,PALM BEACH COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.81217476,-80.10682717,17RNK8876565944,2251,3.4551123,BARRY UNIVERSITY - NORTH PALM BEACH CAMPUS,V,5/14/2012,9/15/2017,2411,19,35,1
3.12216E+14,NA,NA,BARRY UNIVERSITY - SCHOOL OF ADULT AND CONTINUING EDUCATION,,2000 N ALAFAYA TL,ORLANDO,32817,ORANGE,800-756-6000,COLLEGE/UNIVERSITY,ALAFAYA CORPORATE CENTER LC,PRIVATE,PRIVATE,2003,GEOPLAN,ORANGE COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,28.57251611,-81.20839106,17RMM7962060643,995,2.64140713,BARRY UNIVERSITY - SCHOOL OF ADULT AND CONTINUING EDUCATION,V,5/14/2012,9/15/2017,864,19,35,4
3.02222E+14,13247101,NA,BARRY UNIVERSITY LAW SCHOOL,,6441 EAST COLONIAL DRIVE,ORLANDO,32807,ORANGE,NA,COLLEGE/UNIVERSITY,BARRY UNIVERSITY INC,PRIVATE,PRIVATE,2011,GEOPLAN,NCES 2014-2015 COLLEGE,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,28.56701063,-81.30139033,17RMM7052360053,6621,21.51910605,BARRY UNIVERSITY LAW SCHOOL,V,3/29/2016,9/15/2017,6789,19,35,1
2.61924E+17,384254,NA,BEACON COLLEGE,285,105 E MAIN STREET,LEESBURG,34748,LAKE,352-787-7660,COLLEGE/UNIVERSITY,BEACON COLLEGE INC,PRIVATE,PRIVATE,2013,GEOPLAN,DTS,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,28.81084382,-81.8747489,17RMM1464387343,4407,9.92636463,BEACON COLLEGE,V,12/6/2006,9/15/2017,4272,19,35,1
376400000,NA,NA,BETHUNE COOKMAN COLLEGE,25,7645 SR 207,ELKTON,32033,ST JOHNS,NA,COLLEGE/UNIVERSITY,BETHUNE COOKMAN COLLEGE,STATE,PUBLIC,1991,GEOPLAN,NEFRPC,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,29.73137236,-81.47887323,17RMN5369089116,70,0.86054702,BETHUNE COOKMAN COLLEGE,V,6/15/2006,9/15/2017,107,19,35,2
3.31539E+13,132602,NA,BETHUNE COOKMAN COLLEGE,2302,640 DR MARY MCLEOD BETHUNE BLVD,DAYTONA BEACH,32114,VOLUSIA,386-481-2000,COLLEGE/UNIVERSITY,BETHUNE-COOKMAN COLLEGE INC,PRIVATE,PRIVATE,1978,GEOPLAN,VOLUSIA COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,NA,NA,NA,29.21286495,-81.03352448,17RMN9674131570,1428,79.25447053,BETHUNE COOKMAN COLLEGE,V,7/3/2007,9/15/2017,1582,19,35,1
4.37441E+15,NA,NA,BETHUNE-COOKMAN COLLEGE - BELLE GLADE CAMPUS,1710,1001 SW AVENUE M,BELLE GLADE,33430,PALM BEACH,386-255-1401,COLLEGE/UNIVERSITY,BETHUNE COOKMAN COLLEGE,STATE,PUBLIC,1995,GEOPLAN,PALM BEACH COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.66827217,-80.67989512,17RNK3185249734,2247,58.85931652,BETHUNE-COOKMAN COLLEGE - BELLE GLADE CAMPUS,V,8/29/2001,9/15/2017,2407,19,35,2
5.0421E+11,NA,NA,BROWARD COLLEGE,,220 SE 2ND AVE,FORT LAUDERDALE,33301,BROWARD,NA,COLLEGE/UNIVERSITY,BROWARD COLLEGE,STATE,PUBLIC,1997,GEOPLAN,BROWARD COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,NA,0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.11971645,-80.14102125,17RNJ8587989225,2898,0.49636809,BROWARD COLLEGE,V,8/21/2003,9/15/2017,2764,19,35,7
5.04137E+11,NA,NA,BROWARD COLLEGE - CENTRAL CAMPUS & HEALTH SCIENCE CENTER,13112,3501 SW DAVIE ROAD,FORT LAUDERDALE,33314,BROWARD,954-201-6500,COLLEGE/UNIVERSITY,BROWARD COLLEGE,STATE,PUBLIC,1963,GEOPLAN,BROWARD COUNTY,NA,COLLEGE,COLLEGE,COLLEGE,NA,0,0,0,0,NA,NO INFORMATION AVAILABLE,(FORMERLY BROWARD COMMUNITY COLLEGE),0,0,0,0,U,NA,NA,0,NA,5/16/2012,NA,NA,26.0803767,-80.23599589,17RNJ7640984809,2886,147.3994694,BROWARD COLLEGE - CENTRAL CAMPUS & HEALTH SCIENCE CENTER,V,5/14/2012,9/15/2017,3039,19,35,7
