Date,rcase,rdeath
2020-10-20,79,0
2020-10-21,162,0
2020-10-22,87,2
2020-10-23,103,10
2020-10-24,38,1
2020-10-25,93,2
2020-10-26,104,2
2020-10-27,143,2
2020-10-28,101,0
2020-10-29,94,1
2020-10-30,40,1
2020-10-31,149,0
2020-11-01,15,1
2020-11-02,123,2
2020-11-03,152,1
2020-11-04,159,1
2020-11-05,143,0
2020-11-06,70,1
2020-11-07,190,1
2020-11-08,44,1
2020-11-09,193,3
2020-11-10,176,3
2020-11-11,181,0
2020-11-12,127,4
2020-11-13,87,6
2020-11-14,184,4
2020-11-15,32,1
2020-11-16,176,2
2020-11-17,193,1
2020-11-18,229,1
2020-11-19,212,0
2020-11-20,209,0
2020-11-21,138,2
2020-11-22,39,10
2020-11-23,244,2
2020-11-24,262,1
2020-11-25,200,0
2020-11-26,52,3
2020-11-27,175,2
2020-11-28,161,1
2020-11-29,31,1
2020-11-30,362,4
2020-12-01,206,3
2020-12-02,245,6
2020-12-03,194,5
2020-12-04,202,3
2020-12-05,152,0
2020-12-06,64,4
2020-12-07,278,7
2020-12-08,193,2
2020-12-09,278,1
2020-12-10,238,2
2020-12-11,208,5
2020-12-12,155,2
2020-12-13,63,8
2020-12-14,285,10
2020-12-15,230,2
2020-12-16,328,4
2020-12-17,303,-3
2020-12-18,262,2
2020-12-19,150,9
2020-12-20,84,2
2020-12-21,298,0
2020-12-22,291,2
2020-12-23,393,4
2020-12-24,210,0
2020-12-25,77,3
2020-12-26,287,-1
2020-12-27,80,3
2020-12-28,462,3
2020-12-29,463,4
2020-12-30,501,4
2020-12-31,726,0
2021-01-01,163,3
2021-01-02,129,3
2021-01-03,146,1
2021-01-04,632,1
2021-01-05,663,2
2021-01-06,702,0
2021-01-07,581,6
2021-01-08,415,4
2021-01-09,309,1
2021-01-10,138,1
2021-01-11,553,10
2021-01-12,384,6
2021-01-13,454,4
2021-01-14,473,11
2021-01-15,279,2
2021-01-16,385,1
2021-01-17,66,6
2021-01-18,346,3
2021-01-19,368,5
2021-01-20,493,4
2021-01-21,422,9
2021-01-22,362,6
2021-01-23,259,2
2021-01-24,159,6
2021-01-25,386,6
2021-01-26,305,6
2021-01-27,351,5
2021-01-28,282,9
2021-01-29,337,3
2021-01-30,187,2
2021-01-31,66,5
2021-02-01,275,0
2021-02-02,187,7
2021-02-03,217,7
2021-02-04,239,6
2021-02-05,181,5
2021-02-06,165,1
2021-02-07,33,3
2021-02-08,262,3
2021-02-09,162,5
2021-02-10,210,6
2021-02-11,180,7
2021-02-12,126,2
2021-02-13,95,2
2021-02-14,14,10
2021-02-15,159,0
2021-02-16,144,2
2021-02-17,140,5
2021-02-18,124,11
2021-02-19,136,2
2021-02-20,95,2
2021-02-21,23,4
2021-02-22,138,2
2021-02-23,122,4
2021-02-24,109,1
2021-02-25,117,12
2021-02-26,78,0
2021-02-27,66,7
2021-02-28,19,2
2021-03-01,119,0
2021-03-02,96,12
2021-03-03,88,2
2021-03-04,67,6
2021-03-05,72,-2
2021-03-06,44,2
2021-03-07,18,4
2021-03-08,68,-9
2021-03-09,65,-2
2021-03-10,55,3
2021-03-11,73,2
2021-03-12,58,0
2021-03-13,36,1
2021-03-14,18,1
2021-03-15,49,3
2021-03-16,53,2
2021-03-17,62,1
2021-03-18,43,2
2021-03-19,60,1
2021-03-20,29,1
2021-03-21,13,0
2021-03-22,58,0
2021-03-23,63,0
2021-03-24,60,0
2021-03-25,62,1
2021-03-26,49,1
2021-03-27,38,0
2021-03-28,21,9
2021-03-29,41,-3
2021-03-30,48,2
2021-03-31,48,1
2021-04-01,48,2
2021-04-02,36,0
2021-04-03,42,0
2021-04-04,12,4
2021-04-05,59,-1
2021-04-06,39,0
2021-04-07,73,1
2021-04-08,70,7
2021-04-09,36,1
2021-04-10,34,-4
2021-04-11,6,0
2021-04-12,112,-2
2021-04-13,51,0
2021-04-14,63,1
2021-04-15,80,1
2021-04-16,54,1
2021-04-17,59,0
2021-04-18,27,2
2021-04-19,62,0
2021-04-20,81,0
2021-04-21,89,0
2021-04-22,70,0
2021-04-23,76,1
2021-04-24,21,0
2021-04-25,16,2
2021-04-26,117,-2
2021-04-27,82,3
2021-04-28,102,-1
2021-04-29,113,1
2021-04-30,98,1
2021-05-01,61,3
2021-05-02,23,0
2021-05-03,106,7
2021-05-04,120,-2
2021-05-05,74,4
2021-05-06,72,0
2021-05-07,80,1
2021-05-08,69,1
2021-05-09,17,0
2021-05-10,86,0
2021-05-11,62,0
2021-05-12,67,3
2021-05-13,55,2
2021-05-14,53,1
2021-05-15,34,1
2021-05-16,12,3
2021-05-17,65,1
2021-05-18,74,1
2021-05-19,55,0
2021-05-20,50,4
2021-05-21,65,0
2021-05-22,39,1
2021-05-23,10,0
2021-05-24,60,0
2021-05-25,49,1
2021-05-26,42,5
